Episode,Date,Guests (Himself/Herself - Role),References
9x10,2019-11-06,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pyqgtpx8:David Baddiel (Himself);m5gihwar:Ed Gamble (Himself);b93y6vnu:Jo Brand (Herself);fpob54ax:Katy Wix (Herself);0s8zb4lf:Rose Matafeo (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/9/10/
10x01,2020-10-15,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/1/
10x02,2020-10-22,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/2/
10x03,2020-10-29,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/3/
10x04,2020-11-05,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/4/
10x05,2020-11-12,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/5/
10x06,2020-11-19,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/6/
10x07,2020-11-26,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/7/
10x08,2020-12-03,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/8/
10x09,2020-12-10,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/9/
10x10,2020-12-17,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);pnbt5uzg:Daisy May Cooper (Herself);35eciypt:Richard Herring (Himself);9b46vz01:Johnny Vegas (Himself);cd2901cw:Katherine Parkinson (Herself);i0q8a2ze:Mawaan Rizwan (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/10/10/
2021x01,2021-01-01,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);u2ingz06:Shirley Ballas (Herself);f2hrpp6p:Rylan Clark-Neal (Himself);r9njiv0i:Krishnan Guru-Murthy (Himself);vzxi0b57:John Hannah (Himself);zpzdyby7:Nicola Coughlan (Herself),https://www.comedy.co.uk/tv/taskmaster/episodes/2021/1/
11x01,2021-03-18,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/1/
11x02,2021-03-25,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/2/
11x03,2021-04-01,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/3/
11x04,2021-04-08,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/4/
11x05,2021-04-15,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/5/
11x06,2021-04-22,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/6/
11x07,2021-04-29,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/7/
11x08,2021-05-06,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/8/
11x09,2021-05-13,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/9/
11x10,2021-05-20,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);hxu262av:Mike Wozniak (Himself);3xla1274:Lee Mack (Himself);vg4mni0b:Sarah Kendall (Herself);vnpyzg64:Jamali Maddix (Himself);0szi06um:Charlotte Ritchie (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/11/10/
12x01,2021-09-23,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/1/
12x02,2021-09-30,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/2/
12x03,2021-10-07,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/3/
12x04,2021-10-14,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/4/
12x05,2021-10-21,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/5/
12x06,2021-10-28,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/6/
12x07,2021-11-04,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/7/
12x08,2021-11-11,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/8/
12x09,2021-11-18,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/9/
12x10,2021-11-25,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);59gmixwl:Desiree Burch (Herself);hk2rczao:Alan Davies (Himself);x5unmeqr:Victoria Coren Mitchell (Herself);iw5842lg:Morgana Robinson (Herself);kjzneopj:Guz Khan (Himself),https://www.comedy.co.uk/tv/taskmaster/episodes/12/10/
2022x01,2022-01-01,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);wv7drvhl:Lady Leshurr (Herself);8prg3toq:Jonnie Peacock (Himself);xz16da4q:Adrian Chiles (Himself);fo7zcozd:Sayeeda Warsi (Herself);acajgupg:Claudia Winkleman (Herself);,
13x01,2022-04-14,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/1/
13x02,2022-04-21,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/2/
13x03,2022-04-14,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/3/
13x04,2022-04-28,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/4/
13x05,2022-05-05,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/5/
13x06,2022-05-12,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/6/
13x07,2022-05-19,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/7/
13x08,2022-05-26,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/8/
13x09,2022-06-02,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/9/
13x10,2022-06-09,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);rpplxf6m:Bridget Christie (Herself);5c44y6fb:Chris Ramsey (Himself);4o00yn0w:Sophie Duker (Herself);0m2aa811:Judi Love (Herself);ee1cm8xe:Ardal O'Hanlon (Himself);,https://www.comedy.co.uk/tv/taskmaster/episodes/13/10/
COC2x01,2022-06-23,hajxdyo5:Greg Davies (Himself - Taskmaster);n87xrdv6:Alex Horne (Himself - Assistant);m5gihwar:Ed Gamble (Himself);35eciypt:Richard Herring (Himself);xyq08s93:Liza Tarbuck (Herself);4omd31xd:Kerry Godliman (Herself);xoptut0i:Lou Sanders (Herself);,https://www.comedy.co.uk/tv/taskmaster/episodes/20221/1/
